location,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent
GB,0,1,1,Full-time,Mid-Senior level,Unspecified,Retail,Management,0
US,0,1,0,Full-time,,,Internet,Product Management,0
US,0,1,0,Full-time,Entry level,High School or equivalent,,Customer Service,0
US,0,1,1,Full-time,Associate,Bachelor's Degree,Marketing and Advertising,Marketing,0
US,0,1,1,Full-time,,,,,0
US,0,1,0,Full-time,,Bachelor's Degree,Hospital & Health Care,Health Care Provider,0
US,0,1,0,,,,,,0
US,0,1,1,Contract,Not Applicable,High School or equivalent,Logistics and Supply Chain,Customer Service,0
NZ,0,1,1,Temporary,Entry level,,Consumer Services,,0
HK,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Administrative,0
US,0,1,1,Full-time,,,,,0
NZ,0,1,1,Full-time,Entry level,Bachelor's Degree,Information Technology and Services,Data Analyst,0
US,0,1,1,Full-time,Entry level,Bachelor's Degree,Hospitality,Sales,0
US,0,1,1,,,Associate Degree,,,0
US,1,0,1,Full-time,Associate,Unspecified,Internet,Administrative,0
CA,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Engineering,0
nan,0,1,1,,,,,,0
HK,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Computer Games,Management,0
US,0,1,1,Full-time,Entry level,,Utilities,Other,0
US,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Staffing and Recruiting,Sales,0
US,0,1,1,Full-time,Mid-Senior level,,Internet,Information Technology,0
JP,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Sales,0
US,0,1,0,Full-time,Associate,Some College Coursework Completed,Industrial Automation,Information Technology,0
GB,0,1,1,Full-time,Mid-Senior level,,Marketing and Advertising,Project Management,0
US,0,1,0,Contract,,High School or equivalent,"Health, Wellness and Fitness",Health Care Provider,0
DE,0,1,1,Full-time,Associate,,"Health, Wellness and Fitness",Engineering,0
US,0,1,0,Full-time,,,,,0
US,0,1,1,Full-time,Associate,High School or equivalent,Entertainment,Production,0
US,0,1,0,,,,,,0
DE,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Information Technology,0
US,0,1,0,Full-time,Associate,,Computer Software,,0
US,0,1,0,,,,Security and Investigations,,0
AU,0,1,1,Full-time,Entry level,,Computer Software,Sales,0
US,0,1,1,,,,,,0
US,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Hospital & Health Care,Human Resources,0
US,0,1,1,Full-time,Mid-Senior level,,Internet,Marketing,0
US,0,1,0,Full-time,Associate,Bachelor's Degree,Information Technology and Services,,0
DE,0,1,1,Full-time,Associate,Master's Degree,E-Learning,Engineering,0
US,0,1,0,Full-time,,,Financial Services,,0
NZ,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0
US,0,1,1,Contract,Mid-Senior level,Bachelor's Degree,Internet,Design,0
US,0,1,1,Other,Not Applicable,,,,0
US,1,0,1,Part-time,Internship,Unspecified,Design,Design,0
EG,0,1,0,Full-time,Executive,Master's Degree,Telecommunications,Management,0
US,0,1,0,Full-time,Associate,Certification,Utilities,Management,0
US,0,1,0,,,,,,0
AE,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Apparel & Fashion,Marketing,0
US,0,1,0,Full-time,Associate,,Computer Software,,0
EG,0,1,0,Full-time,Entry level,Bachelor's Degree,Telecommunications,Information Technology,0
US,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Logistics and Supply Chain,Management,0
US,0,1,1,Full-time,Not Applicable,Unspecified,Marketing and Advertising,Marketing,0
US,0,1,0,Full-time,Associate,Bachelor's Degree,Consumer Electronics,Other,0
US,0,1,0,Full-time,Entry level,,Financial Services,,0
US,0,1,1,Full-time,Entry level,Bachelor's Degree,Aviation & Aerospace,Engineering,0
PL,0,1,0,Full-time,,,Marketing and Advertising,Marketing,0
US,0,1,1,Full-time,Mid-Senior level,,Internet,Engineering,0
NZ,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0
FR,0,1,0,,,,,,0
HK,0,1,1,Full-time,Associate,Bachelor's Degree,Computer Games,Human Resources,0
HK,0,1,1,Full-time,Associate,Bachelor's Degree,Computer Games,Purchasing,0
US,0,1,1,Full-time,Associate,High School or equivalent,Banking,Customer Service,0
GR,0,1,0,Full-time,Associate,Bachelor's Degree,Internet,Engineering,0
GR,0,1,1,,,,,,0
GR,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Pharmaceuticals,Health Care Provider,0
DE,0,1,1,,,,,,0
US,0,1,0,Full-time,,,,,0
GB,0,0,0,Full-time,,,Construction,,0
GB,0,1,0,Full-time,Associate,Bachelor's Degree,Marketing and Advertising,Sales,0
GB,0,1,1,Temporary,Internship,Unspecified,Internet,Design,0
GB,0,1,1,Full-time,Mid-Senior level,,Financial Services,Marketing,0
IN,0,1,0,Full-time,Associate,Bachelor's Degree,Information Technology and Services,Information Technology,0
US,0,1,0,Full-time,Director,Unspecified,Financial Services,Management,0
SE,0,1,0,Full-time,Not Applicable,Unspecified,Computer Software,,0
US,0,1,0,Full-time,Mid-Senior level,,Computer Software,Information Technology,0
GB,0,1,0,Other,Internship,,Internet,Marketing,0
US,0,1,0,Full-time,Entry level,,Financial Services,,0
US,0,0,0,Full-time,Not Applicable,Bachelor's Degree,Computer Games,Engineering,0
US,0,1,0,,,,,,0
US,0,1,1,Full-time,Entry level,High School or equivalent,Civic & Social Organization,Health Care Provider,0
US,0,1,1,Full-time,,,,Education,0
IN,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Sales,0
NL,0,1,0,Full-time,Entry level,,,,0
US,0,0,0,,,,,,0
US,0,1,0,Full-time,Mid-Senior level,,Financial Services,,0
US,0,1,0,Full-time,,,Real Estate,Research,0
US,0,1,0,Full-time,,,Financial Services,,0
US,0,1,0,Full-time,,,Financial Services,,0
US,0,1,0,Full-time,Mid-Senior level,,Real Estate,Sales,0
US,0,1,0,Full-time,,Unspecified,Financial Services,Management,0
US,0,1,0,Full-time,,,Marketing and Advertising,Customer Service,0
US,0,1,0,Full-time,,,Financial Services,,0
US,0,1,0,Full-time,,Unspecified,Financial Services,Management,0
US,0,1,0,Full-time,,,Financial Services,,0
US,0,1,0,Full-time,,,Financial Services,,0
US,0,1,0,Full-time,,,Marketing and Advertising,Customer Service,0
US,0,1,0,Full-time,,,Accounting,,0
US,0,1,0,Full-time,,,Financial Services,,0
US,0,1,0,Full-time,Mid-Senior level,,Real Estate,Sales,0
US,0,1,0,Full-time,,,Real Estate,,0
US,0,1,0,Full-time,,,Financial Services,,0
US,0,1,0,Full-time,Mid-Senior level,Unspecified,Financial Services,Finance,0
US,0,1,0,Full-time,,,Real Estate,,0
US,0,1,0,Full-time,,,Real Estate,,0
US,0,1,0,Full-time,Mid-Senior level,,Real Estate,Sales,0
US,0,1,0,Full-time,,,Real Estate,,0
US,0,1,0,Full-time,Mid-Senior level,Unspecified,Financial Services,Finance,0
US,0,0,0,,,,,,1
US,0,1,0,Full-time,,Bachelor's Degree,Information Technology and Services,Information Technology,0
US,1,1,1,Other,Associate,High School or equivalent,Real Estate,Sales,0
GR,0,1,0,,,,,,0
GB,0,0,1,,,,,,0
DE,0,1,0,Full-time,Entry level,Bachelor's Degree,Information Technology and Services,Sales,0
US,0,1,0,Full-time,,,Consumer Services,Customer Service,0
GR,0,1,1,,,,,,0
US,0,0,0,,,,,,0
US,1,0,1,Full-time,Entry level,Bachelor's Degree,Marketing and Advertising,Sales,0
US,0,0,1,Full-time,,,,,0
US,0,1,0,,,,,Marketing,0
GR,0,1,1,,,,,,0
PH,0,1,0,Full-time,,,,,0
US,0,0,0,Full-time,Mid-Senior level,,Information Technology and Services,,0
PH,0,1,0,Full-time,,,,,0
nan,0,1,0,,,,,,0
PK,0,1,1,,,,,,0
US,0,0,1,Full-time,Not Applicable,,,Manufacturing,0
US,0,1,1,Full-time,,Bachelor's Degree,Insurance,Sales,0
GB,0,0,0,Full-time,Not Applicable,Unspecified,Marketing and Advertising,Marketing,0
US,0,1,0,,,,,,0
US,0,1,0,Contract,Associate,Bachelor's Degree,Hospital & Health Care,Consulting,0
US,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Engineering,0
GB,0,0,1,,,,,,0
US,0,0,0,,,,,,0
US,0,0,0,,,,,,0
US,0,1,1,Full-time,Mid-Senior level,Unspecified,Real Estate,,0
US,0,1,1,Full-time,Mid-Senior level,High School or equivalent,Real Estate,,0
US,0,1,0,Full-time,,,,,0
US,0,1,0,Full-time,,,,,0
US,0,0,1,,,,,,0
US,0,0,1,,,,,,0
IT,0,0,0,,,,,,0
GB,0,0,1,Full-time,,,Financial Services,Engineering,0
US,1,0,0,,,,,,0
US,0,0,1,Full-time,Mid-Senior level,High School or equivalent,Chemicals,Customer Service,0
US,1,1,0,Full-time,Not Applicable,High School or equivalent,Insurance,Administrative,0
US,0,1,0,,,,,Customer Service,0
US,0,1,0,Full-time,,,Retail,Sales,0
US,0,1,0,Full-time,,,,,0
US,0,1,0,Full-time,,,Marketing and Advertising,Customer Service,0
US,0,1,0,,,,,Marketing,0
US,0,1,0,,,,Consumer Services,Customer Service,0
US,0,1,0,,,,Consumer Services,Customer Service,0
US,0,1,0,Full-time,,,Human Resources,,0
US,0,1,1,,,,Consumer Services,Customer Service,0
US,0,1,1,,,,,Sales,0
US,0,1,0,Full-time,Entry level,,Consumer Services,,0
US,0,1,0,,,,Consumer Services,Customer Service,0
US,0,1,0,Full-time,,,Human Resources,,0
US,0,1,0,Full-time,Entry level,,Consumer Services,,0
US,0,1,1,Full-time,Associate,Unspecified,Insurance,,0
US,0,0,0,Full-time,Mid-Senior level,,Computer Software,,0
US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,,0
US,0,1,0,Full-time,,,Information Technology and Services,,0
US,0,1,1,,,,,Customer Service,0
US,0,1,0,Full-time,,High School or equivalent,,Customer Service,0
US,0,1,0,Full-time,,,,Customer Service,0
US,0,1,0,,,,,Customer Service,0
US,0,1,1,,,,,Customer Service,0
US,0,1,0,Full-time,,,,Customer Service,0
US,0,1,0,,,,,Marketing,0
US,0,1,0,,,,,Customer Service,0
GB,0,1,0,Full-time,Mid-Senior level,,Aviation & Aerospace,Information Technology,0
US,0,1,1,,,,,Customer Service,0
US,0,1,1,Full-time,Not Applicable,High School or equivalent,Consumer Services,Customer Service,0
US,0,1,0,Full-time,,,,Customer Service,0
US,0,1,0,,,,,Marketing,0
US,0,1,0,,,,,Marketing,0
US,0,1,0,,,,,Customer Service,0
US,0,1,1,,,,,Customer Service,0
US,0,1,0,,,,,Customer Service,0
US,1,1,0,Full-time,Associate,Bachelor's Degree,Information Technology and Services,Sales,0
US,0,0,0,,,,,,0
nan,0,0,0,,,,,,0
US,0,0,0,,,,,,0
US,0,1,0,Full-time,Entry level,,Consumer Services,,0
US,1,1,0,Full-time,Not Applicable,High School or equivalent,Insurance,Sales,0
GR,0,1,1,,,,,,0
US,0,1,0,,,,,,0
US,0,1,1,Full-time,,,Internet,Art/Creative,0
GR,0,1,1,,,,,,0
US,0,1,0,,,,,,0
US,1,1,0,Full-time,Not Applicable,High School or equivalent,Insurance,Sales,0
IN,1,0,0,Full-time,Entry level,Master's Degree,Information Technology and Services,Marketing,0
QA,0,1,1,,,,,,0
GB,0,1,1,,,,,,0
QA,0,1,1,,,,,,0
IN,0,0,0,,,,,,0
US,0,1,1,Full-time,,Bachelor's Degree,Computer Software,Sales,0
US,0,0,1,Part-time,Entry level,,,,0
US,1,1,0,Part-time,Entry level,,Staffing and Recruiting,Business Development,0
US,0,1,0,,,,,,0
AU,1,1,1,Full-time,Not Applicable,Unspecified,Farming,Other,0
CH,0,0,0,Full-time,Mid-Senior level,Professional,Computer Software,Information Technology,0
US,1,1,0,Full-time,Not Applicable,High School or equivalent,Insurance,Administrative,0
PK,0,1,1,,,,,,0
GR,0,1,1,,,,,,0
GB,0,1,0,,,,,,0
GB,0,1,1,Part-time,Entry level,Bachelor's Degree,Translation and Localization,,0
US,0,0,0,Contract,,,,,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,,0
GB,0,1,1,Part-time,Associate,Bachelor's Degree,Translation and Localization,,0
US,0,1,1,Full-time,Mid-Senior level,,Real Estate,,0
US,1,0,0,,,,,,0
US,1,0,0,,,,,,0
PK,0,1,1,,,,,,0
US,0,0,0,Full-time,Mid-Senior level,,Information Technology and Services,,0
US,0,1,1,Full-time,Mid-Senior level,,Real Estate,,0
US,0,1,1,Full-time,Mid-Senior level,,Real Estate,,0
US,1,0,0,,,,,,0
PK,0,1,1,,,,,,0
SG,0,1,0,,,,,,0
US,0,0,0,,,,,,0
US,0,0,0,,,,,,0
US,1,1,0,Full-time,Not Applicable,High School or equivalent,Insurance,Customer Service,0
CY,0,1,1,,,,,,0
US,0,0,1,Full-time,Mid-Senior level,Certification,Environmental Services,Engineering,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0
US,0,1,0,Full-time,Entry level,Bachelor's Degree,Accounting,Accounting/Auditing,0
US,0,1,1,Full-time,Mid-Senior level,High School or equivalent,Real Estate,,0
US,0,1,0,Full-time,Entry level,,Consumer Services,,0
US,0,1,0,,,,Consumer Services,Customer Service,0
US,0,1,0,Full-time,Entry level,,Consumer Services,,0
QA,0,1,1,,,,,,0
QA,0,1,1,,,,,,0
IN,0,1,1,Full-time,Associate,Master's Degree,Information Technology and Services,Information Technology,0
US,1,1,0,Full-time,Associate,Bachelor's Degree,Information Technology and Services,Sales,0
US,1,1,1,Full-time,,,Information Technology and Services,Sales,0
AE,0,1,1,,,,,,0
AE,0,1,1,,,,,,0
IN,0,1,1,Full-time,Mid-Senior level,Master's Degree,Information Technology and Services,Information Technology,0
IN,0,1,1,Full-time,Mid-Senior level,Master's Degree,Information Technology and Services,Information Technology,0
IN,0,1,1,Full-time,Associate,Master's Degree,Information Technology and Services,,0
IN,0,1,1,Full-time,Associate,Master's Degree,Information Technology and Services,Human Resources,0
nan,0,1,0,,,,,,0
US,0,1,1,Full-time,Mid-Senior level,,,Engineering,0
US,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Engineering,0
US,1,1,0,Full-time,Not Applicable,High School or equivalent,Insurance,Customer Service,0
US,0,0,1,,,,,,0
US,0,1,1,Full-time,Mid-Senior level,,Real Estate,,0
US,0,0,0,Full-time,Mid-Senior level,High School or equivalent,Logistics and Supply Chain,Sales,0
AU,0,0,0,,,,,,0
PK,0,1,1,,,,,,0
US,0,1,1,Full-time,Mid-Senior level,,Real Estate,,0
GR,0,0,1,,,,,,0
PK,0,1,1,Full-time,Mid-Senior level,,Design,Design,0
US,0,1,1,,,,,Sales,0
GB,0,1,0,,,,,,0
GB,0,1,1,,,,,,0
CY,0,1,1,,,,,,0
GR,0,1,1,,,,,,0
FR,0,0,1,Full-time,Internship,Bachelor's Degree,Internet,Accounting/Auditing,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Marketing and Advertising,Marketing,0
PL,1,0,0,Full-time,Associate,Master's Degree,Computer Software,Information Technology,0
US,0,1,1,Full-time,Mid-Senior level,High School or equivalent,Real Estate,,0
nan,0,1,1,,,,,,0
US,0,1,1,Full-time,Mid-Senior level,,Real Estate,,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0
PK,0,1,1,,,,,,0
US,1,1,0,Full-time,Not Applicable,High School or equivalent,Insurance,Customer Service,0
GB,0,0,1,Full-time,,,,,0
PK,0,1,1,,,,,,0
GB,0,1,1,Full-time,Mid-Senior level,,Financial Services,Engineering,0
GB,0,1,1,Full-time,Mid-Senior level,,Financial Services,Engineering,0
US,0,1,0,,,,Insurance,,0
PK,0,1,1,,,,,,0
US,0,0,0,,,,,,0
PK,0,1,1,Full-time,Associate,Bachelor's Degree,Writing and Editing,Writing/Editing,0
US,0,1,1,Full-time,Mid-Senior level,High School or equivalent,Real Estate,,0
PH,0,1,0,Full-time,Associate,,,,0
US,0,0,0,Full-time,Associate,,Retail,Sales,0
US,1,1,0,Full-time,Not Applicable,High School or equivalent,Insurance,Customer Service,0
SA,0,0,1,,,,,,0
US,1,1,0,Full-time,Not Applicable,High School or equivalent,Insurance,Customer Service,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Marketing and Advertising,Marketing,0
US,0,1,1,Full-time,,,,,0
US,0,1,1,Full-time,Mid-Senior level,,,Design,0
US,0,1,1,Full-time,Associate,,Computer Software,,0
GR,0,1,0,,,,,,0
GB,0,1,1,Full-time,Not Applicable,Unspecified,Financial Services,Engineering,0
SG,0,1,1,Full-time,,,Education Management,,0
GR,0,1,1,,,,,,0
US,0,1,0,,,,,,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Outsourcing/Offshoring,Customer Service,0
AE,0,1,1,,,,,,0
US,0,0,1,Part-time,Entry level,Unspecified,Marketing and Advertising,Advertising,0
US,0,1,0,,,,,,0
US,0,0,0,,,,,,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0
US,0,0,1,Full-time,Associate,Bachelor's Degree,Real Estate,Administrative,0
GB,0,1,1,Full-time,Mid-Senior level,,Internet,Engineering,0
US,0,1,1,Part-time,Entry level,High School or equivalent,"Health, Wellness and Fitness",Other,0
US,1,1,0,Full-time,Not Applicable,High School or equivalent,Insurance,Sales,0
US,0,1,0,Full-time,,,,Customer Service,0
US,0,0,0,,,,,,0
US,0,0,0,,,,,,0
US,0,1,1,,,,,Customer Service,0
US,0,0,0,,,,,,0
GB,0,1,1,Part-time,Entry level,Bachelor's Degree,Translation and Localization,,0
GB,0,1,1,Other,Internship,Bachelor's Degree,Design,Design,0
CA,0,0,1,,,,,,0
US,0,1,1,Full-time,Mid-Senior level,Unspecified,Real Estate,,0
GB,0,1,1,,,,,,0
GB,0,0,1,,,,,,0
US,0,1,1,,,,,Customer Service,0
US,0,1,1,,,,,Customer Service,0
NZ,0,0,1,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Marketing,0
US,0,1,0,,,,,Customer Service,0
US,0,1,0,Full-time,,,,Customer Service,0
US,0,1,1,Full-time,Entry level,Associate Degree,Construction,Accounting/Auditing,0
US,0,1,1,Full-time,,,Computer Software,Engineering,0
GB,0,1,1,Full-time,,,,,0
QA,0,1,1,,,,,,0
PH,0,1,1,,,,,,0
AE,0,1,1,,,,,,0
US,0,1,1,Full-time,Executive,Bachelor's Degree,Computer Software,Marketing,0
AE,0,1,1,,,,,,0
US,0,1,1,Full-time,Mid-Senior level,High School or equivalent,Real Estate,,0
GR,0,0,1,,,,,,0
PT,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Human Resources,Human Resources,0
US,0,1,1,Full-time,Mid-Senior level,,Real Estate,,0
GR,0,0,1,,,,,,0
GB,0,1,0,,,,,,0
AE,0,1,1,,,,,,0
AE,0,1,1,,,,,,0
US,1,1,0,Full-time,Not Applicable,High School or equivalent,Insurance,Customer Service,0
GB,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Legal Services,Information Technology,0
QA,0,1,0,,,,,,0
GR,0,0,1,,,Bachelor's Degree,,Accounting/Auditing,0
GB,0,0,0,Other,,,Retail,Sales,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Retail,Sales,0
nan,0,1,0,,,,,,0
US,0,0,1,,,,,Administrative,0
IN,0,1,1,Full-time,Associate,Master's Degree,Information Technology and Services,Writing/Editing,0
PL,0,1,1,,,,,,0
GR,0,1,1,Full-time,Mid-Senior level,,Computer Games,,0
GB,0,1,1,Contract,Mid-Senior level,Bachelor's Degree,Publishing,Information Technology,0
US,0,1,1,Full-time,Mid-Senior level,High School or equivalent,Real Estate,,0
US,0,1,1,Full-time,Mid-Senior level,,Real Estate,,0
US,0,0,0,Full-time,Mid-Senior level,,Information Technology and Services,,0
US,1,1,0,Full-time,Not Applicable,High School or equivalent,Insurance,Customer Service,0
US,0,1,1,Full-time,,,,Customer Service,0
US,0,0,1,Full-time,Mid-Senior level,Bachelor's Degree,Chemicals,Accounting/Auditing,0
US,0,1,0,,,,,Customer Service,0
US,0,1,1,Full-time,Entry level,High School or equivalent,Construction,,0
US,0,1,0,Contract,Associate,Bachelor's Degree,Biotechnology,Accounting/Auditing,1
US,0,1,0,Full-time,Entry level,High School or equivalent,Retail,Sales,0
US,0,1,0,Full-time,,,Consumer Services,Customer Service,0
US,1,1,0,Full-time,Not Applicable,High School or equivalent,Insurance,Customer Service,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Retail,Sales,0
PH,0,1,0,Full-time,Mid-Senior level,Vocational,Apparel & Fashion,Manufacturing,0
US,0,0,0,Full-time,Mid-Senior level,,Hospital & Health Care,,0
US,0,1,1,Full-time,Associate,Bachelor's Degree,Computer Software,General Business,0
US,0,0,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0
US,0,1,0,Full-time,Entry level,Unspecified,Marketing and Advertising,Sales,0
US,0,0,0,Full-time,Mid-Senior level,,Hospital & Health Care,,0
US,0,0,0,Full-time,Mid-Senior level,,Hospital & Health Care,,0
US,0,0,0,Full-time,Mid-Senior level,,Information Technology and Services,,0
US,0,0,0,Full-time,Mid-Senior level,,Information Technology and Services,,0
US,0,0,0,Full-time,Mid-Senior level,,Information Technology and Services,,0
US,0,0,0,Full-time,Mid-Senior level,,Information Technology and Services,,0
US,0,0,0,Full-time,Mid-Senior level,,Information Technology and Services,,0
US,0,0,0,Full-time,Mid-Senior level,,Information Technology and Services,,0
GR,1,1,1,Contract,Mid-Senior level,Unspecified,Internet,Information Technology,0
nan,0,0,1,Full-time,Associate,Bachelor's Degree,Computer Software,Administrative,0
US,0,0,0,,,,,,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Marketing and Advertising,Customer Service,0
US,0,1,0,Full-time,,,,,0
US,1,1,1,Full-time,Mid-Senior level,,Computer Software,,0
US,0,1,1,Full-time,Associate,Bachelor's Degree,Computer Software,Engineering,0
GB,0,1,1,Full-time,Mid-Senior level,,Online Media,Information Technology,0
US,0,1,0,Full-time,,,,,0
US,0,1,0,Full-time,Associate,Bachelor's Degree,Information Technology and Services,Information Technology,0
US,0,1,1,,,,,Customer Service,0
US,0,1,0,Other,Not Applicable,High School or equivalent,Construction,Customer Service,0
US,0,1,1,Other,,,,Customer Service,0
US,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Events Services,Marketing,0
US,0,1,1,,,High School or equivalent,,Customer Service,0
US,0,1,1,,,,,Customer Service,0
US,0,0,0,Full-time,Not Applicable,Unspecified,Food Production,Manufacturing,0
US,0,1,0,Full-time,,,,Customer Service,0
PH,0,0,0,Full-time,Associate,Associate Degree,Marketing and Advertising,Sales,0
PH,0,0,0,Full-time,Entry level,Associate Degree,Marketing and Advertising,Art/Creative,0
PH,0,0,0,Full-time,Associate,Associate Degree,Marketing and Advertising,Customer Service,0
US,0,1,0,,,,,Customer Service,0
SG,0,1,0,Full-time,,,Education Management,,0
PH,0,1,0,Full-time,Associate,Bachelor's Degree,,Human Resources,0
US,0,1,1,Full-time,Associate,Bachelor's Degree,Transportation/Trucking/Railroad,Information Technology,0
PT,0,0,0,,,,,,0
PH,0,1,1,,Mid-Senior level,,,,0
US,0,1,1,Contract,Mid-Senior level,Bachelor's Degree,Biotechnology,Engineering,1
US,0,1,1,,Entry level,,,,0
US,0,1,1,Full-time,,High School or equivalent,Real Estate,,0
US,0,1,1,Full-time,Entry level,,Staffing and Recruiting,,0
US,0,0,1,Contract,Entry level,Unspecified,Veterinary,Other,0
US,0,1,0,,,,,Marketing,0
US,0,0,0,Contract,Mid-Senior level,,Insurance,Information Technology,0
US,0,1,1,Full-time,,,,Customer Service,0
GR,0,1,1,,,,,,0
GR,0,0,1,,,,,,0
US,0,0,0,Full-time,Entry level,,Internet,Marketing,0
GB,0,1,1,Full-time,Associate,Bachelor's Degree,Financial Services,Information Technology,0
US,0,1,0,,,,,,1
US,0,1,1,Contract,Mid-Senior level,Bachelor's Degree,Biotechnology,Engineering,1
US,0,1,1,Contract,Mid-Senior level,Bachelor's Degree,Biotechnology,Accounting/Auditing,1
US,0,1,0,,,,,,1
US,0,0,0,Full-time,Mid-Senior level,,Hospital & Health Care,,0
US,0,1,1,,,,,,0
US,0,1,1,Full-time,Mid-Senior level,,Computer Software,,0
US,0,1,0,,,,,,0
AU,0,0,0,Full-time,,,Financial Services,Administrative,0
SG,0,1,0,,,,,,0
US,0,1,1,,,,,,0
US,0,1,1,Full-time,Mid-Senior level,,Real Estate,,0
GB,0,1,1,Full-time,Associate,Bachelor's Degree,Financial Services,Information Technology,0
CY,0,1,1,,,,,,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0
GB,0,1,0,,,,,,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0
US,0,0,0,Contract,,Bachelor's Degree,Computer Software,Information Technology,0
US,0,0,0,Full-time,Mid-Senior level,,Information Technology and Services,,0
US,0,1,1,,,,,Sales,0
NZ,0,0,1,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Information Technology,0
US,0,1,0,,,,Consumer Goods,Customer Service,0
US,0,1,0,,,,Consumer Services,Customer Service,0
PH,0,1,1,Full-time,Not Applicable,Bachelor's Degree,Information Technology and Services,Information Technology,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Goods,Sales,0
US,0,1,1,Full-time,Entry level,Bachelor's Degree,Internet,Engineering,0
NZ,0,1,0,Full-time,Mid-Senior level,,Information Technology and Services,Sales,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0
US,0,1,1,Full-time,Mid-Senior level,,Real Estate,,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Marketing and Advertising,Marketing,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Goods,Sales,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Goods,Sales,0
US,0,1,0,,,,Consumer Services,Customer Service,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Goods,Sales,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Marketing and Advertising,Marketing,0
US,0,1,0,Full-time,Associate,Bachelor's Degree,Information Technology and Services,Information Technology,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Goods,Sales,0
US,0,1,0,Full-time,,,,,0
US,0,1,0,Full-time,Entry level,,Consumer Services,,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0
US,0,1,1,Full-time,Entry level,Bachelor's Degree,Internet,Customer Service,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0
US,0,1,0,Full-time,,,Consumer Services,Customer Service,0
US,0,1,0,Full-time,,,,,0
US,0,1,0,Full-time,,,,,0
US,0,0,0,Contract,,,,,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0
US,0,1,0,Full-time,,,,,0
US,0,1,0,,,,,Marketing,0
US,0,1,0,,,,,,0
US,0,1,0,Full-time,,,,Customer Service,0
US,0,1,1,,,,Consumer Services,Customer Service,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,,0
US,0,1,1,,Entry level,,Consumer Services,Customer Service,0
US,0,1,1,Full-time,Mid-Senior level,,Accounting,Accounting/Auditing,0
US,0,1,1,,,,,,0
US,0,1,1,,,,,Customer Service,0
